Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Kieran Tierney,75000,3900000,4314957,Arsenal,2019
Phil Jones,75000,3900000,4314957,Manchester United,2019
Cedric Soares,75000,3900000,4314957,Arsenal,2019
Wilfred Ndidi,75000,3900000,4314957,Leicester,2019
Pablo Zabaleta,75000,3900000,4314957,West Ham,2019
Danny Ings,75000,3900000,4314957,Southampton,2019
Christian Eriksen,75000,3900000,4314957,Tottenham,2019
Andy Carroll,75000,3900000,4314957,Newcastle,2019
Georginio Wijnaldum,75000,3900000,4314957,Liverpool,2019
Dennis Praet,75000,3900000,4314957,Leicester,2019
Steven Bergwijn,75000,3900000,4314957,Tottenham,2019
Leander Dendoncker,75000,3900000,4314957,Wolverhampton,2019
Jean-Philippe Gbamin,75000,3900000,4314957,Everton,2019
Luka Milivojevic,75000,3900000,4314957,Crystal Palace,2019
Emerson,75000,3900000,4314957,Chelsea,2019
Lucas Torreira,75000,3900000,4314957,Arsenal,2019
Takumi Minamino,75000,3900000,4314957,Liverpool,2019
Manuel Lanzini,70000,3640000,4027293,West Ham,2019
Seamus Coleman,70000,3640000,4027293,Everton,2019
Ricardo Pereira,70000,3640000,4027293,Leicester,2019
Giovani Lo Celso,70000,3640000,4027293,Tottenham,2019
Abdoulaye Doucoure,70000,3640000,4027293,Watford,2019
Angelo Ogbonna,70000,3640000,4027293,West Ham,2019
Winston Reid,70000,3640000,4027293,West Ham,2019
Andre Gray,70000,3640000,4027293,Watford,2019
Michail Antonio,70000,3640000,4027293,West Ham,2019
Jonjo Shelvey,70000,3640000,4027293,Newcastle,2019
Sergio Romero,70000,3640000,4027293,Manchester United,2019
Serge Aurier,70000,3640000,4027293,Tottenham,2019
Nathaniel Clyne,70000,3640000,4027293,Liverpool,2019
Danny Welbeck,70000,3640000,4027293,Watford,2019
Ismaila Sarr,70000,3640000,4027293,Watford,2019
Cedric Soares,65000,3380000,3739630,Southampton,2019
Cheikhou Kouyate,65000,3380000,3739630,Crystal Palace,2019
Gary Cahill,65000,3380000,3739630,Crystal Palace,2019
Leighton Baines,65000,3380000,3739630,Everton,2019
Ben Chilwell,65000,3380000,3739630,Leicester,2019
Ederson,65000,3380000,3739630,Manchester City,2019
Brandon Williams,65000,3380000,3739630,Manchester United,2019
Oriol Romeu,65000,3380000,3739630,Southampton,2019
Sofiane Boufal,65000,3380000,3739630,Southampton,2019
Davinson Sanchez,65000,3380000,3739630,Tottenham,2019
Victor Wanyama,65000,3380000,3739630,Tottenham,2019
Troy Deeney,65000,3380000,3739630,Watford,2019
Lukasz Fabianski,65000,3380000,3739630,West Ham,2019
Pablo Fornals,65000,3380000,3739630,West Ham,2019
Patrick Cutrone,62885,3270000,3617926,Wolverhampton,2019
Danny Drinkwater,60000,3120000,3451966,Burnley,2019
Gerard Deulofeu,60000,3120000,3451966,Watford,2019
Cenk Tosun,60000,3120000,3451966,Everton,2019
Danny Drinkwater,60000,3120000,3451966,Aston Villa,2019
Eric Dier,60000,3120000,3451966,Tottenham,2019
Michael Keane,60000,3120000,3451966,Everton,2019
Wes Morgan,60000,3120000,3451966,Leicester,2019
Kelechi Iheanacho,60000,3120000,3451966,Leicester,2019
Angelino,60000,3120000,3451966,Manchester City,2019
Jonny Evans,60000,3120000,3451966,Leicester,2019
Connor Wickham,60000,3120000,3451966,Crystal Palace,2019
Daniel Podence,60000,3120000,3451966,Wolverhampton,2019
Danny Rose,60000,3120000,3451966,Newcastle,2019
Cenk Tosun,60000,3120000,3451966,Crystal Palace,2019
Jannik Vestergaard,60000,3120000,3451966,Southampton,2019
Nathan Redmond,60000,3120000,3451966,Southampton,2019
Ryan Bertrand,60000,3120000,3451966,Southampton,2019
Phil Foden,60000,3120000,3451966,Manchester City,2019
Andy Robertson,60000,3120000,3451966,Liverpool,2019
Shane Long,60000,3120000,3451966,Southampton,2019
Ben Davies,60000,3120000,3451966,Tottenham,2019
Jarrod Bowen,60000,3120000,3451966,West Ham,2019
Issa Diop,60000,3120000,3451966,West Ham,2019
Callum Wilson,60000,3120000,3451966,Bournemouth,2019
Scott Dann,60000,3120000,3451966,Crystal Palace,2019
Declan Rice,60000,3120000,3451966,West Ham,2019
Vicente Guaita,60000,3120000,3451966,Crystal Palace,2019
Danny Rose,60000,3120000,3451966,Tottenham,2019
Tammy Abraham,57692,3000000,3319198,Chelsea,2019
Pedro,57692,3000000,3319198,Chelsea,2019
Patrick van Aanholt,55000,2860000,3164302,Crystal Palace,2019
Jefferson Lerma,55000,2860000,3164302,Bournemouth,2019
Conor Coady,55000,2860000,3164302,Wolverhampton,2019
James McArthur,55000,2860000,3164302,Crystal Palace,2019
Adama Traore,55000,2860000,3164302,Wolverhampton,2019
Willy Boly,55000,2860000,3164302,Wolverhampton,2019
Ben Mee,55000,2860000,3164302,Burnley,2019
Bjorn Engels,55000,2860000,3164302,Aston Villa,2019
Oumar Niasse,55000,2860000,3164302,Everton,2019
Ryan Sessegnon,55000,2860000,3164302,Tottenham,2019
Demarai Gray,55000,2860000,3164302,Leicester,2019
Moussa Djenepo,55000,2860000,3164302,Southampton,2019
James Maddison,55000,2860000,3164302,Leicester,2019
Andros Townsend,55000,2860000,3164302,Crystal Palace,2019
Adrian,55000,2860000,3164302,Liverpool,2019
Emil Krafth,55000,2860000,3164302,Newcastle,2019
Yoshinori Muto,54038,2810000,3108982,Newcastle,2019
Moise Kean,53077,2760000,3053662,Everton,2019
Marco van Ginkel,52885,2750000,3042598,Chelsea,2019
Trezeguet,52500,2730000,3020470,Aston Villa,2019
Gedson Fernandes,50769,2640000,2920894,Tottenham,2019
Alireza Jahanbakhsh,50000,2600000,2876638,Brighton,2019
Phil Jagielka,50000,2600000,2876638,Sheffield United,2019
Pascal Gross,50000,2600000,2876638,Brighton,2019
Albian Ajeti,50000,2600000,2876638,West Ham,2019
Martin Montoya,50000,2600000,2876638,Brighton,2019
Alex McCarthy,50000,2600000,2876638,Southampton,2019
Christian Fuchs,50000,2600000,2876638,Leicester,2019
Josip Drmic,50000,2600000,2876638,Norwich,2019
Calum Chambers,50000,2600000,2876638,Arsenal,2019
Carlos Sanchez,50000,2600000,2876638,West Ham,2019
James Tarkowski,50000,2600000,2876638,Burnley,2019
Stuart Armstrong,50000,2600000,2876638,Southampton,2019
Tom Cleverley,50000,2600000,2876638,Watford,2019
Mark Noble,50000,2600000,2876638,West Ham,2019
Jeffrey Schlupp,50000,2600000,2876638,Crystal Palace,2019
Pierre-Emile Hoejbjerg,50000,2600000,2876638,Southampton,2019
James Tomkins,50000,2600000,2876638,Crystal Palace,2019
Aaron Cresswell,50000,2600000,2876638,West Ham,2019
Maya Yoshida,50000,2600000,2876638,Southampton,2019
James McCarthy,50000,2600000,2876638,Crystal Palace,2019
Ruben Neves,50000,2600000,2876638,Wolverhampton,2019
Chris Wood,50000,2600000,2876638,Burnley,2019
Harry Winks,50000,2600000,2876638,Tottenham,2019
Ralf Fahrmann,49423,2570000,2843446,Norwich,2019
Erik Pieters,48077,2500000,2765998,Burnley,2019
Jack Stephens,45000,2340000,2588974,Southampton,2019
Divock Origi,45000,2340000,2588974,Liverpool,2019
Jose Izquierdo,45000,2340000,2588974,Brighton,2019
Michel Vorm,45000,2340000,2588974,Tottenham,2019
Ayoze Perez,45000,2340000,2588974,Leicester,2019
Caglar Soyuncu,45000,2340000,2588974,Leicester,2019
Matt Ritchie,45000,2340000,2588974,Newcastle,2019
Diogo Jota,45000,2340000,2588974,Wolverhampton,2019
Steve Cook,45000,2340000,2588974,Bournemouth,2019
Marc Albrighton,45000,2340000,2588974,Leicester,2019
James Ward-Prowse,45000,2340000,2588974,Southampton,2019
Daniel James,45000,2340000,2588974,Manchester United,2019
Borja Baston,45000,2340000,2588974,Aston Villa,2019
Davy Propper,45000,2340000,2588974,Brighton,2019
Lewis Dunk,45000,2340000,2588974,Brighton,2019
Sebastian Prodl,45000,2340000,2588974,Watford,2019
Roberto Pereyra,45000,2340000,2588974,Watford,2019
Daryl Janmaat,45000,2340000,2588974,Watford,2019
Joshua King,45000,2340000,2588974,Bournemouth,2019
Joe Hart,45000,2340000,2588974,Burnley,2019
Lewis Baker,43269,2250000,2489398,Chelsea,2019
Federico Fernandez,43077,2240000,2478334,Newcastle,2019
Craig Dawson,42500,2210000,2445142,Watford,2019
Miguel Almiron,42000,2184000,2416376,Newcastle,2019
Henri Lansbury,40000,2080000,2301310,Aston Villa,2019
Jairo Riedewald,40000,2080000,2301310,Crystal Palace,2019
Wayne Hennessey,40000,2080000,2301310,Crystal Palace,2019
Ben Gibson,40000,2080000,2301310,Burnley,2019
Ashley Barnes,40000,2080000,2301310,Burnley,2019
Shane Duffy,40000,2080000,2301310,Brighton,2019
Nampalys Mendy,40000,2080000,2301310,Leicester,2019
Leandro Trossard,40000,2080000,2301310,Brighton,2019
Trent Alexander-Arnold,40000,2080000,2301310,Liverpool,2019
Philip Billing,40000,2080000,2301310,Bournemouth,2019
Nathan Ake,40000,2080000,2301310,Bournemouth,2019
Raul Jimenez,40000,2080000,2301310,Wolverhampton,2019
Artur Boruc,40000,2080000,2301310,Bournemouth,2019
Tom Heaton,40000,2080000,2301310,Aston Villa,2019
Dwight Gayle,40000,2080000,2301310,Newcastle,2019
Fabian Schar,40000,2080000,2301310,Newcastle,2019
Jamaal Lascelles,40000,2080000,2301310,Newcastle,2019
Mbwana Samatta,40000,2080000,2301310,Aston Villa,2019
Martin Dubravka,40000,2080000,2301310,Newcastle,2019
Ki Sung-Yueng,40000,2080000,2301310,Newcastle,2019
Patrick Roberts,40000,2080000,2301310,Norwich,2019
Sander Berge,40000,2080000,2301310,Sheffield United,2019
Angus Gunn,40000,2080000,2301310,Southampton,2019
Frederic Guilbert,40000,2080000,2301310,Aston Villa,2019
Etienne Capoue,40000,2080000,2301310,Watford,2019
Arthur Masuaku,40000,2080000,2301310,West Ham,2019
Fabian Balbuena,40000,2080000,2301310,West Ham,2019
Matteo Guendouzi,40000,2080000,2301310,Arsenal,2019
Robert Snodgrass,40000,2080000,2301310,West Ham,2019
Ryan Fredericks,40000,2080000,2301310,West Ham,2019
Kurt Zouma,40000,2080000,2301310,Chelsea,2019
Aaron Mooy,38462,2000000,2212799,Brighton,2019
Jordon Ibe,38077,1980000,2190671,Bournemouth,2019
Valentino Lazaro,38077,1980000,2190671,Newcastle,2019
Jack Cork,38077,1980000,2190671,Burnley,2019
Allan Saint-Maximin,38000,1976000,2186245,Newcastle,2019
Florian Lejeune,38000,1976000,2186245,Newcastle,2019
Richairo Zivkovic,37692,1960000,2168543,Sheffield United,2019
Arnaut Danjuma,37500,1950000,2157479,Bournemouth,2019
Ibrahim Amadou,36923,1920000,2124287,Norwich,2019
Adam Smith,35000,1820000,2013647,Bournemouth,2019
Neal Maupay,35000,1820000,2013647,Brighton,2019
Ainsley Maitland-Niles,35000,1820000,2013647,Arsenal,2019
Willy Caballero,35000,1820000,2013647,Chelsea,2019
Mathew Ryan,35000,1820000,2013647,Brighton,2019
Dan Gosling,35000,1820000,2013647,Bournemouth,2019
Charlie Daniels,35000,1820000,2013647,Bournemouth,2019
Andrew Surman,35000,1820000,2013647,Bournemouth,2019
Wesley,35000,1820000,2013647,Aston Villa,2019
Ryan Fraser,35000,1820000,2013647,Bournemouth,2019
Adam Webster,35000,1820000,2013647,Brighton,2019
Jeff Hendrick,35000,1820000,2013647,Burnley,2019
Ciaran Clark,35000,1820000,2013647,Newcastle,2019
Joel Ward,35000,1820000,2013647,Crystal Palace,2019
Matej Vydra,35000,1820000,2013647,Burnley,2019
Henri Saivet,35000,1820000,2013647,Newcastle,2019
Jack Colback,35000,1820000,2013647,Newcastle,2019
Jordan Ayew,35000,1820000,2013647,Crystal Palace,2019
Jay Rodriguez,35000,1820000,2013647,Burnley,2019
Matt Targett,35000,1820000,2013647,Aston Villa,2019
Darren Randolph,35000,1820000,2013647,West Ham,2019
Cuco Martina,35000,1820000,2013647,Everton,2019
Nathaniel Chalobah,35000,1820000,2013647,Watford,2019
Paul Dummett,35000,1820000,2013647,Newcastle,2019
Robert Brady,35000,1820000,2013647,Burnley,2019
Diego Rico,35000,1820000,2013647,Bournemouth,2019
Aaron Lennon,35000,1820000,2013647,Burnley,2019
Jack Grealish,35000,1820000,2013647,Aston Villa,2019
Jonathan Kodjia,35000,1820000,2013647,Aston Villa,2019
Josh Brownhill,35000,1820000,2013647,Burnley,2019
Youri Tielemans,35000,1820000,2013647,Leicester,2019
Jesus Vallejo,33077,1720000,1903007,Wolverhampton,2019
Panagiotis Retsos,33077,1720000,1903007,Sheffield United,2019
John Ruddy,32500,1690000,1869815,Wolverhampton,2019
Lukas Rupp,32500,1690000,1869815,Norwich,2019
Jetro Willems,32500,1690000,1869815,Newcastle,2019
Maarten Stekelenburg,32500,1690000,1869815,Everton,2019
Ezequiel Schelotto,31923,1660000,1836623,Brighton,2019
Neil Taylor,31923,1660000,1836623,Aston Villa,2019
Matty James,31923,1660000,1836623,Leicester,2019
Ashley Westwood,30962,1610000,1781303,Burnley,2019
Anwar El Ghazi,30962,1610000,1781303,Aston Villa,2019
James Chester,30000,1560000,1725983,Aston Villa,2019
Jose Holebas,30000,1560000,1725983,Watford,2019
Solly March,30000,1560000,1725983,Brighton,2019
Isaac Success,30000,1560000,1725983,Watford,2019
Che Adams,30000,1560000,1725983,Southampton,2019
Ignacio Pussetto,30000,1560000,1725983,Watford,2019
Dale Stephens,30000,1560000,1725983,Brighton,2019
Lewis Cook,30000,1560000,1725983,Bournemouth,2019
Lee Grant,30000,1560000,1725983,Manchester United,2019
Lloyd Kelly,30000,1560000,1725983,Bournemouth,2019
Jack Stacey,30000,1560000,1725983,Bournemouth,2019
Simon Francis,30000,1560000,1725983,Bournemouth,2019
Chris Mepham,30000,1560000,1725983,Bournemouth,2019
Christian Kabasele,30000,1560000,1725983,Watford,2019
Bartosz Kapustka,30000,1560000,1725983,Leicester,2019
Andreas Pereira,30000,1560000,1725983,Manchester United,2019
Glenn Murray,30000,1560000,1725983,Brighton,2019
Conor Hourihane,30000,1560000,1725983,Aston Villa,2019
Roberto,30000,1560000,1725983,West Ham,2019
Ruben Vinagre,30000,1560000,1725983,Wolverhampton,2019
Douglas Luiz,30000,1560000,1725983,Aston Villa,2019
Axel Tuanzebe,30000,1560000,1725983,Manchester United,2019
Nick Pope,30000,1560000,1725983,Burnley,2019
Johann Gudmundsson,30000,1560000,1725983,Burnley,2019
Filip Benkovic,30000,1560000,1725983,Leicester,2019
Will Hughes,30000,1560000,1725983,Watford,2019
Sam Byram,30000,1560000,1725983,Norwich,2019
Ben Foster,30000,1560000,1725983,Watford,2019
Gabriel Martinelli,30000,1560000,1725983,Arsenal,2019
Muhamed Besic,30000,1560000,1725983,Sheffield United,2019
Christian Atsu,30000,1560000,1725983,Newcastle,2019
Marvelous Nakamba,30000,1560000,1725983,Aston Villa,2019
DeAndre Yedlin,30000,1560000,1725983,Newcastle,2019
Jonas Lossl,28077,1460000,1615343,Everton,2019
Adam Masina,28077,1460000,1615343,Watford,2019
Mason Greenwood,27500,1430000,1582151,Manchester United,2019
Scott Carson,25000,1300000,1438319,Manchester City,2019
Dominic Solanke,25000,1300000,1438319,Bournemouth,2019
David Brooks,25000,1300000,1438319,Bournemouth,2019
Diogo Dalot,25000,1300000,1438319,Manchester United,2019
Jonny Otto,25000,1300000,1438319,Wolverhampton,2019
Tyrone Mings,25000,1300000,1438319,Aston Villa,2019
Javier Manquillo,25000,1300000,1438319,Newcastle,2019
Robert Elliot,25000,1300000,1438319,Newcastle,2019
Grant Hanley,25000,1300000,1438319,Norwich,2019
Tim Krul,25000,1300000,1438319,Norwich,2019
Jack Robinson,25000,1300000,1438319,Sheffield United,2019
Lys Mousset,25000,1300000,1438319,Sheffield United,2019
Ravel Morrison,25000,1300000,1438319,Sheffield United,2019
Pedro Neto,25000,1300000,1438319,Wolverhampton,2019
Tom Davies,25000,1300000,1438319,Everton,2019
Jota,25000,1300000,1438319,Aston Villa,2019
John McGinn,25000,1300000,1438319,Aston Villa,2019
Yves Bissouma,25000,1300000,1438319,Brighton,2019
Mason Holgate,25000,1300000,1438319,Everton,2019
Charlie Taylor,25000,1300000,1438319,Burnley,2019
Ahmed El Mohamady,25000,1300000,1438319,Aston Villa,2019
Rob Holding,25000,1300000,1438319,Arsenal,2019
Phil Bardsley,25000,1300000,1438319,Burnley,2019
Martin Kelly,25000,1300000,1438319,Crystal Palace,2019
Matthew Lowton,25000,1300000,1438319,Burnley,2019
Junior Stanislas,25000,1300000,1438319,Bournemouth,2019
Beram Kayal,25000,1300000,1438319,Brighton,2019
Bernardo,25000,1300000,1438319,Brighton,2019
Craig Cathcart,23077,1200000,1327679,Watford,2019
Eldin Jakupovic,23077,1200000,1327679,Leicester,2019
Kevin Long,23077,1200000,1327679,Burnley,2019
Isaac Hayden,21923,1140000,1261295,Newcastle,2019
Romain Saiss,21923,1140000,1261295,Wolverhampton,2019
Gaetan Bong,20192,1050000,1161719,Brighton,2019
Ryan Bennett,20000,1040000,1150655,Leicester,2019
Kiko Femenia,20000,1040000,1150655,Watford,2019
Jan Bednarek,20000,1040000,1150655,Southampton,2019
Kyle Walker-Peters,20000,1040000,1150655,Southampton,2019
Dimitri Foulquier,20000,1040000,1150655,Watford,2019
Juan Foyth,20000,1040000,1150655,Tottenham,2019
Kyle Walker-Peters,20000,1040000,1150655,Tottenham,2019
Scott McTominay,20000,1040000,1150655,Manchester United,2019
Paulo Gazzaniga,20000,1040000,1150655,Tottenham,2019
Mario Vrancic,20000,1040000,1150655,Norwich,2019
Oerjan Nyland,20000,1040000,1150655,Aston Villa,2019
Emiliano Martinez,20000,1040000,1150655,Arsenal,2019
Timm Klose,20000,1040000,1150655,Norwich,2019
Danny Ward,20000,1040000,1150655,Leicester,2019
Leonardo Campana,20000,1040000,1150655,Wolverhampton,2019
Daniel Amartey,20000,1040000,1150655,Leicester,2019
Joe Willock,20000,1040000,1150655,Arsenal,2019
Marvin Zeegelaar,20000,1040000,1150655,Watford,2019
Ryan Bennett,20000,1040000,1150655,Wolverhampton,2019
Oleksandr Zinchenko,20000,1040000,1150655,Manchester City,2019
Michael Verrips,20000,1040000,1150655,Sheffield United,2019
Oliver McBurnie,20000,1040000,1150655,Sheffield United,2019
Jed Steer,20000,1040000,1150655,Aston Villa,2019
Leon Balogun,18077,940000,1040015,Brighton,2019
Adalberto Penaranda,18077,940000,1040015,Watford,2019
Sam McQueen,18077,940000,1040015,Southampton,2019
Marco Stiepermann,17500,910000,1006823,Norwich,2019
Bruno Jordao,17500,910000,1006823,Wolverhampton,2019
Heurelho Gomes,17500,910000,1006823,Watford,2019
Michael McGovern,16923,880000,973631,Norwich,2019
Michael Obafemi,16923,880000,973631,Southampton,2019
Michael Hector,16923,880000,973631,Chelsea,2019
Ondrej Duda,16538,860000,951503,Norwich,2019
Philip Heise,16154,840000,929375,Norwich,2019
David Button,15962,830000,918311,Brighton,2019
Lovre Kalinic,15769,820000,907247,Aston Villa,2019
Ben Godfrey,15000,780000,862991,Norwich,2019
Filip Stuparevic,15000,780000,862991,Watford,2019
Bailey Peacock-Farrell,15000,780000,862991,Burnley,2019
Tom Trybull,15000,780000,862991,Norwich,2019
Timothy Fosu-Mensah,15000,780000,862991,Manchester United,2019
Oliver Norwood,15000,780000,862991,Sheffield United,2019
Steven Alzate,15000,780000,862991,Brighton,2019
Karl Darlow,15000,780000,862991,Newcastle,2019
Eddie Nketiah,15000,780000,862991,Arsenal,2019
Reiss Nelson,15000,780000,862991,Arsenal,2019
Ezri Konsa,15000,780000,862991,Aston Villa,2019
Jason Steele,15000,780000,862991,Brighton,2019
Richard Stearman,15000,780000,862991,Sheffield United,2019
Adrian Mariappa,15000,780000,862991,Watford,2019
Dan Burn,15000,780000,862991,Brighton,2019
Christoph Zimmermann,15000,780000,862991,Norwich,2019
Kevin Danso,14808,770000,851927,Southampton,2019
Fikayo Tomori,14423,750000,829799,Chelsea,2019
Alexander Tettey,13077,680000,752352,Norwich,2019
Victor Camarasa,12692,660000,730224,Crystal Palace,2019
Harry Wilson,12500,650000,719160,Bournemouth,2019
Joao Pedro,12500,650000,719160,Watford,2019
Eric Garcia,11923,620000,685968,Manchester City,2019
Billy Sharp,11923,620000,685968,Sheffield United,2019
Moritz Leitner,11923,620000,685968,Norwich,2019
Djibril Sidibe,11923,620000,685968,Everton,2019
Alexis Mac Allister,10000,520000,575328,Brighton,2019
Danilo Pantic,10000,520000,575328,Chelsea,2019
James Justin,10000,520000,575328,Leicester,2019
Harvey Barnes,10000,520000,575328,Leicester,2019
Tariq Lamptey,10000,520000,575328,Brighton,2019
Japhet Tanganga,10000,520000,575328,Tottenham,2019
Kenny McLean,10000,520000,575328,Norwich,2019
Bukayo Saka,10000,520000,575328,Arsenal,2019
Mix Diskerud,10000,520000,575328,Manchester City,2019
Goncalo Cardoso,10000,520000,575328,West Ham,2019
Matt Macey,10000,520000,575328,Arsenal,2019
Matt Doherty,10000,520000,575328,Wolverhampton,2019
Jack O'Connell,10000,520000,575328,Sheffield United,2019
Luke Freeman,10000,520000,575328,Sheffield United,2019
Dean Henderson,10000,520000,575328,Sheffield United,2019
Leon Clarke,9038,470000,520008,Sheffield United,2019
Beni Baningime,8077,420000,464688,Everton,2019
John Fleck,8077,420000,464688,Sheffield United,2019
Onel Hernandez,8077,420000,464688,Norwich,2019
Kortney Hause,8077,420000,464688,Aston Villa,2019
Domingos Quina,8077,420000,464688,Watford,2019
Emiliano Buendia,8000,416000,460262,Norwich,2019
David Martin,8000,416000,460262,West Ham,2019
John Egan,7500,390000,431496,Sheffield United,2019
Ricky Holmes,7500,390000,431496,Sheffield United,2019
Phil Ofosu-Ayeh,7500,390000,431496,Wolverhampton,2019
Aaron Connolly,7500,390000,431496,Brighton,2019
Hamza Choudhury,7500,390000,431496,Leicester,2019
Konstantinos Mavropanos,6923,360000,398304,Arsenal,2019
David McGoldrick,6923,360000,398304,Sheffield United,2019
Stephen Henderson,6923,360000,398304,Crystal Palace,2019
Caoimhin Kelleher,5962,310000,342984,Liverpool,2019
Teemu Pukki,5962,310000,342984,Norwich,2019
Jordan Graham,5962,310000,342984,Wolverhampton,2019
Chris Basham,5577,290000,320856,Sheffield United,2019
Sam Surridge,5385,280000,309792,Bournemouth,2019
Aaron Ramsdale,5000,260000,287664,Bournemouth,2019
Keinan Davis,5000,260000,287664,Aston Villa,2019
Tom Dele-Bashiru,5000,260000,287664,Watford,2019
